
 SQL Server Execution Times:
   CPU time = 0 ms,  elapsed time = 0 ms.

 SQL Server Execution Times:
   CPU time = 0 ms,  elapsed time = 0 ms.

 SQL Server Execution Times:
   CPU time = 0 ms,  elapsed time = 0 ms.
SQL Server parse and compile time: 
   CPU time = 11 ms, elapsed time = 12 ms.
Ticker   Bucket      Close               
ASIA        13988271              76.5400
ASIA        13988272              76.5300
ASIA        13988273              76.5200
ASIA        13988274              76.5100
ASIA        13988275              76.5000
ASIA        13988276              76.4900
ASIA        13988277              76.4800
ASIA        13988278              76.4700
ASIA        13988279              76.4600
ASIA        13988280              76.4500
ASIA        13988281              76.4400
ASIA        13988282              76.4300
ASIA        13988283              76.4200
ASIA        13988284              76.4100
ASIA        13988285              76.4000
ASIA        13988286              76.3900
ASIA        13988287              76.3800
ASIA        13988288              76.3700
ASIA        13988289              76.3600
ASIA        13988290              76.3500
ASIA        13988291              76.3400
ASIA        13988292              76.3300
ASIA        13988293              76.3200
ASIA        13988294              76.3100
ASIA        13988295              76.3000
ASIA        13988296              76.2900
ASIA        13988297              76.2800
ASIA        13988298              76.2700
ASIA        13988299              76.2600
ASIA        13988300              76.2500
ASIA        13988301              76.2400
ASIA        13988302              76.2300
ASIA        13988303              76.2200
ASIA        13988304              76.2100
ASIA        13988305              76.2000
ASIA        13988306              76.1900
ASIA        13988307              76.1800
ASIA        13988308              76.1700
ASIA        13988309              76.1600
ASIA        13988310              76.1500
ASIA        13988311              76.1400
ASIA        13988312              76.1300
ASIA        13988313              76.1200
ASIA        13988314              76.1100
ASIA        13988315              76.1000
ASIA        13988316              76.0900
ASIA        13988317              11.8600
ASIA        13988318              11.4900
ASIA        13988319              76.0600
ASIA        13988320              76.0500
ASIA        13988321              76.0400
ASIA        13988322              76.0300
ASIA        13988323              76.0200
ASIA        13988324              76.0100
ASIA        13988325              76.0000
ETHI        13988266             136.5900
ETHI        13988267             136.5800
ETHI        13988268             136.5700
ETHI        13988269             136.5600
ETHI        13988270             136.5500
ETHI        13988271             136.5400
ETHI        13988272             136.5300
ETHI        13988273             136.5200
ETHI        13988274             136.5100
ETHI        13988275             136.5000
ETHI        13988276             136.4900
ETHI        13988277             136.4800
ETHI        13988278             136.4700
ETHI        13988279             136.4600
ETHI        13988280             136.4500
ETHI        13988281             136.4400
ETHI        13988282             136.4300
ETHI        13988283             136.4200
ETHI        13988284             136.4100
ETHI        13988285             136.4000
ETHI        13988286             136.3900
ETHI        13988287             136.3800
ETHI        13988288             136.3700
ETHI        13988289             136.3600
ETHI        13988290             136.3500
ETHI        13988291             136.3400
ETHI        13988292             136.3300
ETHI        13988293             136.3200
ETHI        13988294             136.3100
ETHI        13988295             136.3000
ETHI        13988296             136.2900
ETHI        13988297             136.2800
ETHI        13988298             136.2700
ETHI        13988299             136.2600
ETHI        13988300             136.2500
ETHI        13988301             136.2400
ETHI        13988302             136.2300
ETHI        13988303             136.2200
ETHI        13988304             136.2100
ETHI        13988305             136.2000
ETHI        13988306             136.1900
ETHI        13988307             136.1800
ETHI        13988308             136.1700
ETHI        13988309             136.1600
ETHI        13988310             136.1500
ETHI        13988311             136.1400
ETHI        13988312             136.1300
ETHI        13988313             136.1200
ETHI        13988314             136.1100
ETHI        13988315             136.1000
ETHI        13988316             136.0900
ETHI        13988317              14.6600
ETHI        13988318              14.4700
ETHI        13988319             136.0600
ETHI        13988320             136.0500
ETHI        13988321             136.0400
ETHI        13988322             136.0300
ETHI        13988323             136.0200
ETHI        13988324             136.0100
ETHI        13988325             136.0000
FANG        13988266             120.5900
FANG        13988267             120.5800
FANG        13988268             120.5700
FANG        13988269             120.5600
FANG        13988270             120.5500
FANG        13988271             120.5400
FANG        13988272             120.5300
FANG        13988273             120.5200
FANG        13988274             120.5100
FANG        13988275             120.5000
FANG        13988276             120.4900
FANG        13988277             120.4800
FANG        13988278             120.4700
FANG        13988279             120.4600
FANG        13988280             120.4500
FANG        13988281             120.4400
FANG        13988282             120.4300
FANG        13988283             120.4200
FANG        13988284             120.4100
FANG        13988285             120.4000
FANG        13988286             120.3900
FANG        13988287             120.3800
FANG        13988288             120.3700
FANG        13988289             120.3600
FANG        13988290             120.3500
FANG        13988291             120.3400
FANG        13988292             120.3300
FANG        13988293             120.3200
FANG        13988294             120.3100
FANG        13988295             120.3000
FANG        13988296             120.2900
FANG        13988297             120.2800
FANG        13988298             120.2700
FANG        13988299             120.2600
FANG        13988300             120.2500
FANG        13988301             120.2400
FANG        13988302             120.2300
FANG        13988303             120.2200
FANG        13988304             120.2100
FANG        13988305             120.2000
FANG        13988306             120.1900
FANG        13988307             120.1800
FANG        13988308             120.1700
FANG        13988309             120.1600
FANG        13988310             120.1500
FANG        13988311             120.1400
FANG        13988312             120.1300
FANG        13988313             120.1200
FANG        13988314             120.1100
FANG        13988315             120.1000
FANG        13988316             120.0900
FANG        13988317              26.9200
FANG        13988318              25.7800
FANG        13988319             120.0600
FANG        13988320             120.0500
FANG        13988321             120.0400
FANG        13988322             120.0300
FANG        13988323             120.0200
FANG        13988324             120.0100
FANG        13988325             120.0000
GEAR        13988266             115.5900
GEAR        13988267             115.5800
GEAR        13988268             115.5700
GEAR        13988269             115.5600
GEAR        13988270             115.5500
GEAR        13988271             115.5400
GEAR        13988272             115.5300
GEAR        13988273             115.5200
GEAR        13988274             115.5100
GEAR        13988275             115.5000
GEAR        13988276             115.4900
GEAR        13988277             115.4800
GEAR        13988278             115.4700
GEAR        13988279             115.4600
GEAR        13988280             115.4500
GEAR        13988281             115.4400
GEAR        13988282             115.4300
GEAR        13988283             115.4200
GEAR        13988284             115.4100
GEAR        13988285             115.4000
GEAR        13988286             115.3900
GEAR        13988287             115.3800
GEAR        13988288             115.3700
GEAR        13988289             115.3600
GEAR        13988290             115.3500
GEAR        13988291             115.3400
GEAR        13988292             115.3300
GEAR        13988293             115.3200
GEAR        13988294             115.3100
GEAR        13988295             115.3000
GEAR        13988296             115.2900
GEAR        13988297             115.2800
GEAR        13988298             115.2700
GEAR        13988299             115.2600
GEAR        13988300             115.2500
GEAR        13988301             115.2400
GEAR        13988302             115.2300
GEAR        13988303             115.2200
GEAR        13988304             115.2100
GEAR        13988305             115.2000
GEAR        13988306             115.1900
GEAR        13988307             115.1800
GEAR        13988308             115.1700
GEAR        13988309             115.1600
GEAR        13988310             115.1500
GEAR        13988311             115.1400
GEAR        13988312             115.1300
GEAR        13988313             115.1200
GEAR        13988314             115.1100
GEAR        13988315             115.1000
GEAR        13988316             115.0900
GEAR        13988317              32.1300
GEAR        13988318              32.0200
GEAR        13988319             115.0600
GEAR        13988320             115.0500
GEAR        13988321             115.0400
GEAR        13988322             115.0300
GEAR        13988323             115.0200
GEAR        13988324             115.0100
GEAR        13988325             115.0000
HACK        13988266              92.5900
HACK        13988267              92.5800
HACK        13988268              92.5700
HACK        13988269              92.5600
HACK        13988270              92.5500
HACK        13988271              92.5400
HACK        13988272              92.5300
HACK        13988273              92.5200
HACK        13988274              92.5100
HACK        13988275              92.5000
HACK        13988276              92.4900
HACK        13988277              92.4800
HACK        13988278              92.4700
HACK        13988279              92.4600
HACK        13988280              92.4500
HACK        13988281              92.4400
HACK        13988282              92.4300
HACK        13988283              92.4200
HACK        13988284              92.4100
HACK        13988285              92.4000
HACK        13988286              92.3900
HACK        13988287              92.3800
HACK        13988288              92.3700
HACK        13988289              92.3600
HACK        13988290              92.3500
HACK        13988291              92.3400
HACK        13988292              92.3300
HACK        13988293              92.3200
HACK        13988294              92.3100
HACK        13988295              92.3000
HACK        13988296              92.2900
HACK        13988297              92.2800
HACK        13988298              92.2700
HACK        13988299              92.2600
HACK        13988300              92.2500
HACK        13988301              92.2400
HACK        13988302              92.2300
HACK        13988303              92.2200
HACK        13988304              92.2100
HACK        13988305              92.2000
HACK        13988306              92.1900
HACK        13988307              92.1800
HACK        13988308              92.1700
HACK        13988309              92.1600
HACK        13988310              92.1500
HACK        13988311              92.1400
HACK        13988312              92.1300
HACK        13988313              92.1200
HACK        13988314              92.1100
HACK        13988315              92.1000
HACK        13988316              92.0900
HACK        13988317              12.3900
HACK        13988318              11.8600
HACK        13988319              92.0600
HACK        13988320              92.0500
HACK        13988321              92.0400
HACK        13988322              92.0300
HACK        13988323              92.0200
HACK        13988324              92.0100
HACK        13988325              92.0000
IHVV        13988266             143.5900
IHVV        13988267             143.5800
IHVV        13988268             143.5700
IHVV        13988269             143.5600
IHVV        13988270             143.5500
IHVV        13988271             143.5400
IHVV        13988272             143.5300
IHVV        13988273             143.5200
IHVV        13988274             143.5100
IHVV        13988275             143.5000
IHVV        13988276             143.4900
IHVV        13988277             143.4800
IHVV        13988278             143.4700
IHVV        13988279             143.4600
IHVV        13988280             143.4500
IHVV        13988281             143.4400
IHVV        13988282             143.4300
IHVV        13988283             143.4200
IHVV        13988284             143.4100
IHVV        13988285             143.4000
IHVV        13988286             143.3900
IHVV        13988287             143.3800
IHVV        13988288             143.3700
IHVV        13988289             143.3600
IHVV        13988290             143.3500
IHVV        13988291             143.3400
IHVV        13988292             143.3300
IHVV        13988293             143.3200
IHVV        13988294             143.3100
IHVV        13988295             143.3000
IHVV        13988296             143.2900
IHVV        13988297             143.2800
IHVV        13988298             143.2700
IHVV        13988299             143.2600
IHVV        13988300             143.2500
IHVV        13988301             143.2400
IHVV        13988302             143.2300
IHVV        13988303             143.2200
IHVV        13988304             143.2100
IHVV        13988305             143.2000
IHVV        13988306             143.1900
IHVV        13988307             143.1800
IHVV        13988308             143.1700
IHVV        13988309             143.1600
IHVV        13988310             143.1500
IHVV        13988311             143.1400
IHVV        13988312             143.1300
IHVV        13988313             143.1200
IHVV        13988314             143.1100
IHVV        13988315             143.1000
IHVV        13988316             143.0900
IHVV        13988317              47.0200
IHVV        13988318              47.8800
IHVV        13988319             143.0600
IHVV        13988320             143.0500
IHVV        13988321             143.0400
IHVV        13988322             143.0300
IHVV        13988323             143.0200
IHVV        13988324             143.0100
IHVV        13988325             143.0000
IOO         13988266             121.5900
IOO         13988267             121.5800
IOO         13988268             121.5700
IOO         13988269             121.5600
IOO         13988270             121.5500
IOO         13988271             121.5400
IOO         13988272             121.5300
IOO         13988273             121.5200
IOO         13988274             121.5100
IOO         13988275             121.5000
IOO         13988276             121.4900
IOO         13988277             121.4800
IOO         13988278             121.4700
IOO         13988279             121.4600
IOO         13988280             121.4500
IOO         13988281             121.4400
IOO         13988282             121.4300
IOO         13988283             121.4200
IOO         13988284             121.4100
IOO         13988285             121.4000
IOO         13988286             121.3900
IOO         13988287             121.3800
IOO         13988288             121.3700
IOO         13988289             121.3600
IOO         13988290             121.3500
IOO         13988291             121.3400
IOO         13988292             121.3300
IOO         13988293             121.3200
IOO         13988294             121.3100
IOO         13988295             121.3000
IOO         13988296             121.2900
IOO         13988297             121.2800
IOO         13988298             121.2700
IOO         13988299             121.2600
IOO         13988300             121.2500
IOO         13988301             121.2400
IOO         13988302             121.2300
IOO         13988303             121.2200
IOO         13988304             121.2100
IOO         13988305             121.2000
IOO         13988306             121.1900
IOO         13988307             121.1800
IOO         13988308             121.1700
IOO         13988309             121.1600
IOO         13988310             121.1500
IOO         13988311             121.1400
IOO         13988312             121.1300
IOO         13988313             121.1200
IOO         13988314             121.1100
IOO         13988315             121.1000
IOO         13988316             121.0900
IOO         13988317             140.3200
IOO         13988318             132.2000
IOO         13988319             121.0600
IOO         13988320             121.0500
IOO         13988321             121.0400
IOO         13988322             121.0300
IOO         13988323             121.0200
IOO         13988324             121.0100
IOO         13988325             121.0000
IOZ         13988266             144.5900
IOZ         13988267             144.5800
IOZ         13988268             144.5700
IOZ         13988269             144.5600
IOZ         13988270             144.5500
IOZ         13988271             144.5400
IOZ         13988272             144.5300
IOZ         13988273             144.5200
IOZ         13988274             144.5100
IOZ         13988275             144.5000
IOZ         13988276             144.4900
IOZ         13988277             144.4800
IOZ         13988278             144.4700
IOZ         13988279             144.4600
IOZ         13988280             144.4500
IOZ         13988281             144.4400
IOZ         13988282             144.4300
IOZ         13988283             144.4200
IOZ         13988284             144.4100
IOZ         13988285             144.4000
IOZ         13988286             144.3900
IOZ         13988287             144.3800
IOZ         13988288             144.3700
IOZ         13988289             144.3600
IOZ         13988290             144.3500
IOZ         13988291             144.3400
IOZ         13988292             144.3300
IOZ         13988293             144.3200
IOZ         13988294             144.3100
IOZ         13988295             144.3000
IOZ         13988296             144.2900
IOZ         13988297             144.2800
IOZ         13988298             144.2700
IOZ         13988299             144.2600
IOZ         13988300             144.2500
IOZ         13988301             144.2400
IOZ         13988302             144.2300
IOZ         13988303             144.2200
IOZ         13988304             144.2100
IOZ         13988305             144.2000
IOZ         13988306             144.1900
IOZ         13988307             144.1800
IOZ         13988308             144.1700
IOZ         13988309             144.1600
IOZ         13988310             144.1500
IOZ         13988311             144.1400
IOZ         13988312             144.1300
IOZ         13988313             144.1200
IOZ         13988314             144.1100
IOZ         13988315             144.1000
IOZ         13988316             144.0900
IOZ         13988317              33.9500
IOZ         13988318              35.7400
IOZ         13988319             144.0600
IOZ         13988320             144.0500
IOZ         13988321             144.0400
IOZ         13988322             144.0300
IOZ         13988323             144.0200
IOZ         13988324             144.0100
IOZ         13988325             144.0000
IVV         13988266              52.5900
IVV         13988267              52.5800
IVV         13988268              52.5700
IVV         13988269              52.5600
IVV         13988270              52.5500
IVV         13988271              52.5400
IVV         13988272              52.5300
IVV         13988273              52.5200
IVV         13988274              52.5100
IVV         13988275              52.5000
IVV         13988276              52.4900
IVV         13988277              52.4800
IVV         13988278              52.4700
IVV         13988279              52.4600
IVV         13988280              52.4500
IVV         13988281              52.4400
IVV         13988282              52.4300
IVV         13988283              52.4200
IVV         13988284              52.4100
IVV         13988285              52.4000
IVV         13988286              52.3900
IVV         13988287              52.3800
IVV         13988288              52.3700
IVV         13988289              52.3600
IVV         13988290              52.3500
IVV         13988291              52.3400
IVV         13988292              52.3300
IVV         13988293              52.3200
IVV         13988294              52.3100
IVV         13988295              52.3000
IVV         13988296              52.2900
IVV         13988297              52.2800
IVV         13988298              52.2700
IVV         13988299              52.2600
IVV         13988300              52.2500
IVV         13988301              52.2400
IVV         13988302              52.2300
IVV         13988303              52.2200
IVV         13988304              52.2100
IVV         13988305              52.2000
IVV         13988306              52.1900
IVV         13988307              52.1800
IVV         13988308              52.1700
IVV         13988309              52.1600
IVV         13988310              52.1500
IVV         13988311              52.1400
IVV         13988312              52.1300
IVV         13988313              52.1200
IVV         13988314              52.1100
IVV         13988315              52.1000
IVV         13988316              52.0900
IVV         13988317              62.5600
IVV         13988318              61.4900
IVV         13988319              52.0600
IVV         13988320              52.0500
IVV         13988321              52.0400
IVV         13988322              52.0300
IVV         13988323              52.0200
IVV         13988324              52.0100
IVV         13988325              52.0000
MOAT        13988266             103.5900
MOAT        13988267             103.5800
MOAT        13988268             103.5700
MOAT        13988269             103.5600
MOAT        13988270             103.5500
MOAT        13988271             103.5400
MOAT        13988272             103.5300
MOAT        13988273             103.5200
MOAT        13988274             103.5100
MOAT        13988275             103.5000
MOAT        13988276             103.4900
MOAT        13988277             103.4800
MOAT        13988278             103.4700
MOAT        13988279             103.4600
MOAT        13988280             103.4500
MOAT        13988281             103.4400
MOAT        13988282             103.4300
MOAT        13988283             103.4200
MOAT        13988284             103.4100
MOAT        13988285             103.4000
MOAT        13988286             103.3900
MOAT        13988287             103.3800
MOAT        13988288             103.3700
MOAT        13988289             103.3600
MOAT        13988290             103.3500
MOAT        13988291             103.3400
MOAT        13988292             103.3300
MOAT        13988293             103.3200
MOAT        13988294             103.3100
MOAT        13988295             103.3000
MOAT        13988296             103.2900
MOAT        13988297             103.2800
MOAT        13988298             103.2700
MOAT        13988299             103.2600
MOAT        13988300             103.2500
MOAT        13988301             103.2400
MOAT        13988302             103.2300
MOAT        13988303             103.2200
MOAT        13988304             103.2100
MOAT        13988305             103.2000
MOAT        13988306             103.1900
MOAT        13988307             103.1800
MOAT        13988308             103.1700
MOAT        13988309             103.1600
MOAT        13988310             103.1500
MOAT        13988311             103.1400
MOAT        13988312             103.1300
MOAT        13988313             103.1200
MOAT        13988314             103.1100
MOAT        13988315             103.1000
MOAT        13988316             103.0900
MOAT        13988317             119.7500
MOAT        13988318             121.6800
MOAT        13988319             103.0600
MOAT        13988320             103.0500
MOAT        13988321             103.0400
MOAT        13988322             103.0300
MOAT        13988323             103.0200
MOAT        13988324             103.0100
MOAT        13988325             103.0000
NDQ         13988266             139.5900
NDQ         13988267             139.5800
NDQ         13988268             139.5700
NDQ         13988269             139.5600
NDQ         13988270             139.5500
NDQ         13988271             139.5400
NDQ         13988272             139.5300
NDQ         13988273             139.5200
NDQ         13988274             139.5100
NDQ         13988275             139.5000
NDQ         13988276             139.4900
NDQ         13988277             139.4800
NDQ         13988278             139.4700
NDQ         13988279             139.4600
NDQ         13988280             139.4500
NDQ         13988281             139.4400
NDQ         13988282             139.4300
NDQ         13988283             139.4200
NDQ         13988284             139.4100
NDQ         13988285             139.4000
NDQ         13988286             139.3900
NDQ         13988287             139.3800
NDQ         13988288             139.3700
NDQ         13988289             139.3600
NDQ         13988290             139.3500
NDQ         13988291             139.3400
NDQ         13988292             139.3300
NDQ         13988293             139.3200
NDQ         13988294             139.3100
NDQ         13988295             139.3000
NDQ         13988296             139.2900
NDQ         13988297             139.2800
NDQ         13988298             139.2700
NDQ         13988299             139.2600
NDQ         13988300             139.2500
NDQ         13988301             139.2400
NDQ         13988302             139.2300
NDQ         13988303             139.2200
NDQ         13988304             139.2100
NDQ         13988305             139.2000
NDQ         13988306             139.1900
NDQ         13988307             139.1800
NDQ         13988308             139.1700
NDQ         13988309             139.1600
NDQ         13988310             139.1500
NDQ         13988311             139.1400
NDQ         13988312             139.1300
NDQ         13988313             139.1200
NDQ         13988314             139.1100
NDQ         13988315             139.1000
NDQ         13988316             139.0900
NDQ         13988317              52.3700
NDQ         13988318              54.3200
NDQ         13988319             139.0600
NDQ         13988320             139.0500
NDQ         13988321             139.0400
NDQ         13988322             139.0300
NDQ         13988323             139.0200
NDQ         13988324             139.0100
NDQ         13988325             139.0000
QUAL        13988266              72.5900
QUAL        13988267              72.5800
QUAL        13988268              72.5700
QUAL        13988269              72.5600
QUAL        13988270              72.5500
QUAL        13988271              72.5400
QUAL        13988272              72.5300
QUAL        13988273              72.5200
QUAL        13988274              72.5100
QUAL        13988275              72.5000
QUAL        13988276              72.4900
QUAL        13988277              72.4800
QUAL        13988278              72.4700
QUAL        13988279              72.4600
QUAL        13988280              72.4500
QUAL        13988281              72.4400
QUAL        13988282              72.4300
QUAL        13988283              72.4200
QUAL        13988284              72.4100
QUAL        13988285              72.4000
QUAL        13988286              72.3900
QUAL        13988287              72.3800
QUAL        13988288              72.3700
QUAL        13988289              72.3600
QUAL        13988290              72.3500
QUAL        13988291              72.3400
QUAL        13988292              72.3300
QUAL        13988293              72.3200
QUAL        13988294              72.3100
QUAL        13988295              72.3000
QUAL        13988296              72.2900
QUAL        13988297              72.2800
QUAL        13988298              72.2700
QUAL        13988299              72.2600
QUAL        13988300              72.2500
QUAL        13988301              72.2400
QUAL        13988302              72.2300
QUAL        13988303              72.2200
QUAL        13988304              72.2100
QUAL        13988305              72.2000
QUAL        13988306              72.1900
QUAL        13988307              72.1800
QUAL        13988308              72.1700
QUAL        13988309              72.1600
QUAL        13988310              72.1500
QUAL        13988311              72.1400
QUAL        13988312              72.1300
QUAL        13988313              72.1200
QUAL        13988314              72.1100
QUAL        13988315              72.1000
QUAL        13988316              72.0900
QUAL        13988317              48.8700
QUAL        13988318              52.9400
QUAL        13988319              72.0600
QUAL        13988320              72.0500
QUAL        13988321              72.0400
QUAL        13988322              72.0300
QUAL        13988323              72.0200
QUAL        13988324              72.0100
QUAL        13988325              72.0000
RBTZ        13988266              72.5900
RBTZ        13988267              72.5800
RBTZ        13988268              72.5700
RBTZ        13988269              72.5600
RBTZ        13988270              72.5500
RBTZ        13988271              72.5400
RBTZ        13988272              72.5300
RBTZ        13988273              72.5200
RBTZ        13988274              72.5100
RBTZ        13988275              72.5000
RBTZ        13988276              72.4900
RBTZ        13988277              72.4800
RBTZ        13988278              72.4700
RBTZ        13988279              72.4600
RBTZ        13988280              72.4500
RBTZ        13988281              72.4400
RBTZ        13988282              72.4300
RBTZ        13988283              72.4200
RBTZ        13988284              72.4100
RBTZ        13988285              72.4000
RBTZ        13988286              72.3900
RBTZ        13988287              72.3800
RBTZ        13988288              72.3700
RBTZ        13988289              72.3600
RBTZ        13988290              72.3500
RBTZ        13988291              72.3400
RBTZ        13988292              72.3300
RBTZ        13988293              72.3200
RBTZ        13988294              72.3100
RBTZ        13988295              72.3000
RBTZ        13988296              72.2900
RBTZ        13988297              72.2800
RBTZ        13988298              72.2700
RBTZ        13988299              72.2600
RBTZ        13988300              72.2500
RBTZ        13988301              72.2400
RBTZ        13988302              72.2300
RBTZ        13988303              72.2200
RBTZ        13988304              72.2100
RBTZ        13988305              72.2000
RBTZ        13988306              72.1900
RBTZ        13988307              72.1800
RBTZ        13988308              72.1700
RBTZ        13988309              72.1600
RBTZ        13988310              72.1500
RBTZ        13988311              72.1400
RBTZ        13988312              72.1300
RBTZ        13988313              72.1200
RBTZ        13988314              72.1100
RBTZ        13988315              72.1000
RBTZ        13988316              72.0900
RBTZ        13988317              20.9200
RBTZ        13988318              21.6200
RBTZ        13988319              72.0600
RBTZ        13988320              72.0500
RBTZ        13988321              72.0400
RBTZ        13988322              72.0300
RBTZ        13988323              72.0200
RBTZ        13988324              72.0100
RBTZ        13988325              72.0000
SLF         13988266             147.5900
SLF         13988267             147.5800
SLF         13988268             147.5700
SLF         13988269             147.5600
SLF         13988270             147.5500
SLF         13988271             147.5400
SLF         13988272             147.5300
SLF         13988273             147.5200
SLF         13988274             147.5100
SLF         13988275             147.5000
SLF         13988276             147.4900
SLF         13988277             147.4800
SLF         13988278             147.4700
SLF         13988279             147.4600
SLF         13988280             147.4500
SLF         13988281             147.4400
SLF         13988282             147.4300
SLF         13988283             147.4200
SLF         13988284             147.4100
SLF         13988285             147.4000
SLF         13988286             147.3900
SLF         13988287             147.3800
SLF         13988288             147.3700
SLF         13988289             147.3600
SLF         13988290             147.3500
SLF         13988291             147.3400
SLF         13988292             147.3300
SLF         13988293             147.3200
SLF         13988294             147.3100
SLF         13988295             147.3000
SLF         13988296             147.2900
SLF         13988297             147.2800
SLF         13988298             147.2700
SLF         13988299             147.2600
SLF         13988300             147.2500
SLF         13988301             147.2400
SLF         13988302             147.2300
SLF         13988303             147.2200
SLF         13988304             147.2100
SLF         13988305             147.2000
SLF         13988306             147.1900
SLF         13988307             147.1800
SLF         13988308             147.1700
SLF         13988309             147.1600
SLF         13988310             147.1500
SLF         13988311             147.1400
SLF         13988312             147.1300
SLF         13988313             147.1200
SLF         13988314             147.1100
SLF         13988315             147.1000
SLF         13988316             147.0900
SLF         13988317              13.7700
SLF         13988318              14.3100
SLF         13988319             147.0600
SLF         13988320             147.0500
SLF         13988321             147.0400
SLF         13988322             147.0300
SLF         13988323             147.0200
SLF         13988324             147.0100
SLF         13988325             147.0000
STW         13988266              92.5900
STW         13988267              92.5800
STW         13988268              92.5700
STW         13988269              92.5600
STW         13988270              92.5500
STW         13988271              92.5400
STW         13988272              92.5300
STW         13988273              92.5200
STW         13988274              92.5100
STW         13988275              92.5000
STW         13988276              92.4900
STW         13988277              92.4800
STW         13988278              92.4700
STW         13988279              92.4600
STW         13988280              92.4500
STW         13988281              92.4400
STW         13988282              92.4300
STW         13988283              92.4200
STW         13988284              92.4100
STW         13988285              92.4000
STW         13988286              92.3900
STW         13988287              92.3800
STW         13988288              92.3700
STW         13988289              92.3600
STW         13988290              92.3500
STW         13988291              92.3400
STW         13988292              92.3300
STW         13988293              92.3200
STW         13988294              92.3100
STW         13988295              92.3000
STW         13988296              92.2900
STW         13988297              92.2800
STW         13988298              92.2700
STW         13988299              92.2600
STW         13988300              92.2500
STW         13988301              92.2400
STW         13988302              92.2300
STW         13988303              92.2200
STW         13988304              92.2100
STW         13988305              92.2000
STW         13988306              92.1900
STW         13988307              92.1800
STW         13988308              92.1700
STW         13988309              92.1600
STW         13988310              92.1500
STW         13988311              92.1400
STW         13988312              92.1300
